Time,Open,High,Low,Close,SMA_S,SMA_C,SMA_L,up_sma1,up_sma2,down_sma1,down_sma2,flat_sma1,flat_sma2,Ren_Value,Blue,Red,Increase,Yellow,Blue/Yellow,Red/Yellow,Frac_Value,Flag,EndTime_fr,HI_Value,BearWarning,BullWarning,peak,crust,atr,buy_Frac,sell_Frac,neg_buy_Frac,neg_sell_Frac,hi_up,hi_down,returns,t_dir
2005-03-11 20:00:00+00:00,1.3459,1.3461,1.3448,1.3451,1.3461000000000003,1.3455,1.3437875000000001,0,1,0,0,1,0,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-11 20:00:00+00:00,1.3465,False,False,0,1,0.0023000000000000164,0,0,0,0,0,0,-0.0005945745251341876,0
2005-03-11 21:00:00+00:00,1.3451,1.3458,1.3449,1.3458,1.34588,1.34545,1.3441625000000001,0,1,0,0,1,0,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-11 21:00:00+00:00,1.3465,False,True,0,0,0.002292857142857176,0,0,0,0,1,0,0.0005202720396819322,1
2005-03-14 00:00:00+00:00,1.3475,1.3477,1.3462,1.3464,1.3459,1.3461,1.3445875,1,0,0,0,1,0,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 00:00:00+00:00,1.3477,True,False,1,0,0.0022857142857143037,0,0,0,0,0,0,0.0004457321223785288,1
2005-03-14 01:00:00+00:00,1.3464,1.3464,1.3444,1.3455,1.34574,1.34595,1.3449625,1,0,0,0,1,0,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 01:00:00+00:00,1.3464,False,False,0,0,0.0023071428571428726,0,0,0,0,0,0,-0.0006686727096358094,0
2005-03-14 02:00:00+00:00,1.3455,1.3458,1.3444,1.3457,1.3457000000000001,1.3456,1.3453125000000001,0,1,0,0,1,0,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 02:00:00+00:00,1.3464,False,True,0,0,0.00229285714285716,0,0,0,0,1,0,0.00014863258053520167,1
2005-03-14 03:00:00+00:00,1.3457,1.346,1.3446,1.3452,1.3457199999999998,1.34545,1.3456666666666666,0,1,0,0,0,0,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 03:00:00+00:00,1.3464,False,False,0,0,0.002314285714285729,0,0,0,0,0,0,-0.0003716228813811653,0
2005-03-14 04:00:00+00:00,1.3452,1.3456,1.3447,1.3452,1.3456,1.3452,1.3458666666666665,0,0,0,1,0,1,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 04:00:00+00:00,1.3464,False,False,0,0,0.0023214285714285693,0,0,0,0,0,0,0.0,0
2005-03-14 05:00:00+00:00,1.3452,1.3455,1.344,1.3442,1.34516,1.3447,1.3457083333333333,0,0,0,1,0,1,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 05:00:00+00:00,1.3464,False,False,0,0,0.001821428571428561,0,0,0,0,0,0,-0.000743660330248947,0
2005-03-14 06:00:00+00:00,1.3442,1.3443,1.3427,1.3431,1.3446799999999999,1.34365,1.3453916666666668,0,0,0,1,0,1,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 06:00:00+00:00,1.3464,False,False,0,0,0.001592857142857142,0,0,0,0,0,0,-0.0008186656208359921,0
2005-03-14 07:00:00+00:00,1.3431,1.3432,1.3417,1.3421,1.3439599999999998,1.3426,1.3450416666666667,0,0,0,1,0,1,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 07:00:00+00:00,1.3464,False,False,0,0,0.0013964285714285682,0,0,0,0,0,0,-0.0007448235112692424,0
2005-03-14 08:00:00+00:00,1.3421,1.3422,1.3396,1.3405,1.34302,1.3413,1.3445583333333333,0,0,0,1,0,1,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 08:00:00+00:00,1.3464,False,False,0,0,0.001414285714285717,0,0,0,0,0,0,-0.0011928727277462333,0
2005-03-14 09:00:00+00:00,1.3405,1.3416,1.3399,1.3404,1.34206,1.3404500000000001,1.3440999999999999,0,0,0,1,0,1,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 09:00:00+00:00,1.3464,False,False,0,0,0.0014428571428571426,0,0,0,0,0,0,-7.460181285860685e-05,0
2005-03-14 10:00:00+00:00,1.3404,1.3412,1.3394,1.3407,1.34136,1.34055,1.3437333333333334,0,0,0,1,0,1,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 10:00:00+00:00,1.3464,False,True,0,0,0.0015428571428571475,0,0,0,0,0,0,0.00022378874436016313,1
2005-03-14 11:00:00+00:00,1.3407,1.3424,1.3404,1.3404,1.34082,1.34055,1.3432833333333332,0,0,0,1,0,1,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 11:00:00+00:00,1.3424,True,False,0,0,0.0016071428571428545,0,0,0,0,0,1,-0.0002237887443601159,0
2005-03-14 12:00:00+00:00,1.3404,1.3413,1.3372,1.3388,1.34016,1.3396,1.3426500000000001,0,0,0,1,0,1,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 12:00:00+00:00,1.3413,False,False,0,0,0.0018071428571428485,0,0,0,0,0,0,-0.0011943865259838652,0
2005-03-14 13:00:00+00:00,1.3388,1.3397,1.3368,1.3395,1.33996,1.33915,1.34215,0,0,0,1,0,1,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 13:00:00+00:00,1.3413,False,True,0,0,0.0019499999999999756,0,0,0,0,0,0,0.0005227196474917756,1
2005-03-14 14:00:00+00:00,1.3395,1.34,1.3371,1.3379,1.33946,1.3387,1.3415,0,0,0,1,0,1,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 14:00:00+00:00,1.3413,False,False,0,0,0.0020214285714285707,0,0,0,0,0,0,-0.00119518950508962,0
2005-03-14 15:00:00+00:00,1.3379,1.3393,1.3365,1.3372,1.33876,1.33755,1.3408333333333333,0,0,0,1,0,1,1.342,1,0,0,0,0,0,1.34785,0.0,2005-03-14 15:00:00+00:00,1.3413,False,False,0,0,0.002078571428571422,0,0,0,0,0,0,-0.0005233449336302058,0
