Time,Open,High,Low,Close,Volume,average,barCount
2018-01-01 19:00:00-05:00,1.20106,1.20178,1.20093,1.20161,-1.0,-1.0,-1
2018-01-01 20:00:00-05:00,1.20161,1.20233,1.201405,1.201555,-1.0,-1.0,-1
2018-01-01 21:00:00-05:00,1.201555,1.201635,1.20079,1.200955,-1.0,-1.0,-1
2018-01-01 22:00:00-05:00,1.200955,1.202125,1.200955,1.201195,-1.0,-1.0,-1
2018-01-01 23:00:00-05:00,1.201195,1.201945,1.201165,1.20176,-1.0,-1.0,-1
2018-01-02 00:00:00-05:00,1.20176,1.202465,1.201595,1.202465,-1.0,-1.0,-1
2018-01-02 01:00:00-05:00,1.202465,1.20305,1.202285,1.20287,-1.0,-1.0,-1
2018-01-02 02:00:00-05:00,1.20287,1.20383,1.202385,1.203625,-1.0,-1.0,-1
2018-01-02 03:00:00-05:00,1.203625,1.204785,1.203235,1.204515,-1.0,-1.0,-1
2018-01-02 04:00:00-05:00,1.204515,1.20707,1.204225,1.207055,-1.0,-1.0,-1
2018-01-02 05:00:00-05:00,1.207055,1.208145,1.206145,1.20685,-1.0,-1.0,-1
2018-01-02 06:00:00-05:00,1.20685,1.20707,1.205945,1.20595,-1.0,-1.0,-1
2018-01-02 07:00:00-05:00,1.20595,1.20689,1.205685,1.206285,-1.0,-1.0,-1
2018-01-02 08:00:00-05:00,1.206285,1.20666,1.205625,1.205745,-1.0,-1.0,-1
2018-01-02 09:00:00-05:00,1.205745,1.20589,1.20354,1.203885,-1.0,-1.0,-1
2018-01-02 10:00:00-05:00,1.203885,1.20458,1.202615,1.204455,-1.0,-1.0,-1
2018-01-02 11:00:00-05:00,1.204455,1.205925,1.204375,1.20492,-1.0,-1.0,-1
2018-01-02 12:00:00-05:00,1.20492,1.205365,1.20413,1.20449,-1.0,-1.0,-1
2018-01-02 13:00:00-05:00,1.20449,1.204985,1.204185,1.204445,-1.0,-1.0,-1
2018-01-02 14:00:00-05:00,1.204445,1.205365,1.204325,1.20535,-1.0,-1.0,-1
2018-01-02 15:00:00-05:00,1.20535,1.20607,1.205185,1.20592,-1.0,-1.0,-1
2018-01-02 16:00:00-05:00,1.20592,1.206535,1.205465,1.20586,-1.0,-1.0,-1
2018-01-02 17:15:00-05:00,1.20505,1.205785,1.20505,1.20577,-1.0,-1.0,-1
2018-01-02 18:00:00-05:00,1.20577,1.206625,1.20571,1.20615,-1.0,-1.0,-1
2018-01-02 19:00:00-05:00,1.20615,1.206395,1.20494,1.205925,-1.0,-1.0,-1
2018-01-02 20:00:00-05:00,1.205925,1.20634,1.204445,1.2053,-1.0,-1.0,-1
2018-01-02 21:00:00-05:00,1.2053,1.2053,1.204225,1.20424,-1.0,-1.0,-1
2018-01-02 22:00:00-05:00,1.20424,1.20479,1.2042,1.20468,-1.0,-1.0,-1
2018-01-02 23:00:00-05:00,1.20468,1.205375,1.20466,1.2051,-1.0,-1.0,-1
2018-01-03 00:00:00-05:00,1.2051,1.205925,1.20493,1.205835,-1.0,-1.0,-1
2018-01-03 01:00:00-05:00,1.205835,1.20606,1.20442,1.204485,-1.0,-1.0,-1
2018-01-03 02:00:00-05:00,1.204485,1.204905,1.203465,1.20392,-1.0,-1.0,-1
2018-01-03 03:00:00-05:00,1.20392,1.20431,1.20312,1.20427,-1.0,-1.0,-1
2018-01-03 04:00:00-05:00,1.20427,1.204345,1.20346,1.20383,-1.0,-1.0,-1
2018-01-03 05:00:00-05:00,1.20383,1.204065,1.201515,1.201775,-1.0,-1.0,-1
2018-01-03 06:00:00-05:00,1.201775,1.201895,1.201085,1.201505,-1.0,-1.0,-1
2018-01-03 07:00:00-05:00,1.201505,1.202375,1.2011,1.202325,-1.0,-1.0,-1
2018-01-03 08:00:00-05:00,1.202325,1.20347,1.20199,1.203295,-1.0,-1.0,-1
2018-01-03 09:00:00-05:00,1.203295,1.203295,1.201445,1.201765,-1.0,-1.0,-1
2018-01-03 10:00:00-05:00,1.201765,1.202475,1.20035,1.202375,-1.0,-1.0,-1
2018-01-03 11:00:00-05:00,1.202375,1.20324,1.20198,1.20299,-1.0,-1.0,-1
2018-01-03 12:00:00-05:00,1.20299,1.20317,1.20243,1.20273,-1.0,-1.0,-1
2018-01-03 13:00:00-05:00,1.20273,1.202945,1.202205,1.202775,-1.0,-1.0,-1
2018-01-03 14:00:00-05:00,1.202775,1.203,1.20014,1.20164,-1.0,-1.0,-1
2018-01-03 15:00:00-05:00,1.20164,1.202905,1.20104,1.201265,-1.0,-1.0,-1
2018-01-03 16:00:00-05:00,1.201265,1.201595,1.20102,1.201455,-1.0,-1.0,-1
2018-01-03 17:15:00-05:00,1.201525,1.201525,1.201045,1.20108,-1.0,-1.0,-1
2018-01-03 18:00:00-05:00,1.20108,1.20141,1.20066,1.201085,-1.0,-1.0,-1
2018-01-03 19:00:00-05:00,1.201085,1.201135,1.200445,1.20101,-1.0,-1.0,-1
2018-01-03 20:00:00-05:00,1.20101,1.20111,1.200495,1.20079,-1.0,-1.0,-1
2018-01-03 21:00:00-05:00,1.20079,1.20192,1.200775,1.20179,-1.0,-1.0,-1
2018-01-03 22:00:00-05:00,1.20179,1.20179,1.201255,1.20145,-1.0,-1.0,-1
2018-01-03 23:00:00-05:00,1.20145,1.20225,1.20145,1.201805,-1.0,-1.0,-1
